GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,IndustryId,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",1,"...","All industry total",591500798,619487628,672515299,704754247,708879153,753757877,823722793,883794660,987596609,1064309041,1110066392,1125216389,1113169898,1158337742,1188683975,1238978587,1309986386,1379843174,1467107754,1537199562,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",2,"..."," Private industries",552115302,578316654,629857805,660475112,665362901,709665032,778303192,837057287,937749114,1009853798,1053014494,1064471841,1051917877,1096063855,1123528122,1170875756,1240762720,1305734750,1389031120,1456212793,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",3,"11","  Agriculture, forestry, fishing, and hunting",16250010,15002797,16373820,17442010,(D),15991608,20139205,23043919,24639646,21193112,24702401,20808704,19287986,23076511,28703686,28301531,30711569,33451265,31472306,29115603,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",4,"111-112","   Farms",13794945,12678830,13923224,15069126,14381199,13717802,17032887,19852559,21219968,17452022,21000086,17239475,15938646,19344300,25344807,24819496,27285492,29939911,27935671,25790179,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",5,"113-115","   Forestry, fishing, and related activities",2455065,2323967,2450596,2372884,(D),2273807,3106318,3191360,3419677,3741090,3702315,3569229,3349340,3732211,3358879,3482035,3426078,3511354,3536634,3325424,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",6,"21","  Mining, quarrying, and oil and gas extraction",8180264,4183325,4975832,7778799,(D),6865476,8689828,12319948,18917828,27266196,31287655,33329006,25724083,26668907,30576966,29120169,23374490,19968125,7656757,7065849,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",7,"211","   Oil and gas extraction",6565348,2433990,3164957,5741518,4241389,5058578,6642654,(D),(D),21044351,24498717,(D),(D),18924769,21727264,21508661,17790663,15121235,4766187,(D),(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",8,"212","   Mining (except oil and gas)",1512464,1647478,1854715,1754565,(D),1479157,(D),(D),(D),(D),(D),5319804,5721276,6626366,7424854,6157555,4353597,3522442,2299943,3305320,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",9,"213","   Support activities for mining",102452,101857,-43840,282715,670498,327741,(D),336510,440848,(D),(D),(D),(D),1117772,1424848,1453953,1230230,1324449,590628,(D),(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",10,"22","  Utilities",13639381,12495074,14112673,14232820,17158396,15133432,15002941,14626229,14054514,17803798,16584262,15938103,18165768,20160433,21616203,21103463,21903186,23041808,22748761,22821558,(NA)
 "98000" ,"Far West",8,SAGDP7N,"Gross operating surplus","Thousands of dollars",11,"23","  Construction",17753101,20941794,22322470,24094420,24059830,24634401,30972825,42246779,52142538,55012750,51805160,33782704,32239515,31381865,26658549,27847312,32873510,35108190,39512368,44236187,(NA)
